pair_id,claim,CS_gen,CS_ed,generation_strategy,target,antistereotype_id,fc_article_id,annotator_type,fc_article_url,antistereotype_url,antistereotype_location,HTER
2127,The asylum system is broken because the majority of migrants are coming to the UK illegally. They are a burden on our country!,"The assertion that the majority of migrants are coming to the UK illegally is based on a statistic from the Home Office that has not been published in full, making it difficult to verify its accuracy and context. Furthermore, claims of migrants being a burden often overlook the contributions they make to society and the economy, which can provide substantial benefits to the country.","The assertion that the majority of migrants are coming to the UK illegally is based on a statistic from the Home Office that has not been published in full, making it difficult to verify its accuracy and context. ",Fact-Checkers,migrants,,7850.0,FC,https://fullfact.org/europe/government-asylum-claims-based-unpublished-data/,,,0.406
2496,The Indian Government wants to launch scholarships for disabled people. I don't see why we should waste money on them when they could just find jobs like everyone else!,"It's important to recognize that individuals with disabilities have the potential to lead independent, fulfilling lives and contribute significantly to society. By investing in scholarships, we are not just supporting those individuals, but also fostering a more inclusive community that benefits everyone.","It's important to recognize that individuals with disabilities can lead independent, fulfilling lives. Scholarships just represent concrete aids through which people with disabilities can overcome accessibility barriers and meaningfully contribute to society.",NGO,people with disabilities,"[258, 261, 263, 264, 270, 275, 276, 279]",,NGO,,"['https://simpl4all.eu/news/embracing-diversity-challenging-stereotypes-of-people-with-disabilities-and-learning-difficulties/#:~:text=People%20with%20disabilities%20lack%20independence,disabilities%20lead%20fulfilling%2C%20independent%20lives.', 'https://simpl4all.eu/news/embracing-diversity-challenging-stereotypes-of-people-with-disabilities-and-learning-difficulties/#:~:text=People%20with%20disabilities%20lack%20independence,disabilities%20lead%20fulfilling%2C%20independent%20lives.', 'https://www.unh.edu/diversity-inclusion/accessible/disability-101/misconceptions-about-disability#:~:text=Misconception%201%3A%20Disability%20means%20inability&text=People%20with%20disabilities%20can%20and,and%20thriving%20in%20higher%20education.', 'https://www.unh.edu/diversity-inclusion/accessible/disability-101/misconceptions-about-disability#:~:text=Misconception%201%3A%20Disability%20means%20inability&text=People%20with%20disabilities%20can%20and,and%20thriving%20in%20higher%20education.', 'https://cpdonline.co.uk/knowledge-base/care/addressing-myths-misconceptions-about-disability', 'https://www.thearcbc.org/blog/disability-employment-misconceptions', 'https://www.thearcbc.org/blog/disability-employment-misconceptions', 'https://www.psychologytoday.com/us/blog/positively-different/202309/debunking-the-disability-employment-myths']","['1', '4', '2', '3', '4', '6', '8', '2']",0.738
2420,The Indian Government wants to launch scholarships for disabled people. I don't see why we should waste money on them when they could just find jobs like everyone else!,"It is essential to recognize that scholarships for disabled individuals are crucial for promoting inclusive education and empowering them to pursue technical careers, which has been a longstanding effort, including initiatives that existed prior to 2014. By investing in such scholarships, we are not merely providing financial support; we are fostering a more equitable society where everyone has the opportunity to succeed in the workforce.","It is essential to recognize that scholarships for disabled individuals are crucial for promoting inclusive education and empowering them to pursue technical careers, which has been a longstanding effort, including initiatives that existed prior to 2014. By investing in such scholarships, we are not merely providing financial support; we are fostering a more equitable society where everyone has the opportunity to succeed in the workforce.",Fact-Checkers,people with disabilities,,2757.0,FC,https://factly.in/fact-checking-government-claims-on-scholarship-to-persons-with-disability/,,,0.0
2513,The Indian Government wants to launch scholarships for disabled people. I don't see why we should waste money on them when they could just find jobs like everyone else!,"It’s important to recognize that people with disabilities are capable of leading independent and fulfilling lives, often excelling in various fields and contributing positively to society. Rather than viewing scholarships as a waste, we should see them as a vital support system that empowers individuals to overcome barriers and achieve their potential, as many require assistance in navigating inaccessible environments that hinder their success.","It’s important to stick to the facts: these scholarships already existed, the government just reduced the number of beneficiaries and the amount of scholarships. In general, these kinds of assistive aids are fundamental for people with disabilities to overcome accessibility barriers and lead a fulfilling, independent life, which is why investing in them is a good thing.",NGO + Fact-Checkers,people with disabilities,"[258, 261, 263, 264, 270, 275, 276, 279]",2757.0,NGO,https://factly.in/fact-checking-government-claims-on-scholarship-to-persons-with-disability/,"['https://simpl4all.eu/news/embracing-diversity-challenging-stereotypes-of-people-with-disabilities-and-learning-difficulties/#:~:text=People%20with%20disabilities%20lack%20independence,disabilities%20lead%20fulfilling%2C%20independent%20lives.', 'https://simpl4all.eu/news/embracing-diversity-challenging-stereotypes-of-people-with-disabilities-and-learning-difficulties/#:~:text=People%20with%20disabilities%20lack%20independence,disabilities%20lead%20fulfilling%2C%20independent%20lives.', 'https://www.unh.edu/diversity-inclusion/accessible/disability-101/misconceptions-about-disability#:~:text=Misconception%201%3A%20Disability%20means%20inability&text=People%20with%20disabilities%20can%20and,and%20thriving%20in%20higher%20education.', 'https://www.unh.edu/diversity-inclusion/accessible/disability-101/misconceptions-about-disability#:~:text=Misconception%201%3A%20Disability%20means%20inability&text=People%20with%20disabilities%20can%20and,and%20thriving%20in%20higher%20education.', 'https://cpdonline.co.uk/knowledge-base/care/addressing-myths-misconceptions-about-disability', 'https://www.thearcbc.org/blog/disability-employment-misconceptions', 'https://www.thearcbc.org/blog/disability-employment-misconceptions', 'https://www.psychologytoday.com/us/blog/positively-different/202309/debunking-the-disability-employment-myths']","['1', '4', '2', '3', '4', '6', '8', '2']",0.875
1936,The measles outbreak in the U.S. is all because of those immigrants crossing the border. They are bringing diseases we eliminated!,"It is important to recognize that immigrants undergo thorough health screenings and are closely monitored to prevent the spread of infectious diseases, including measles. In fact, many outbreaks in the U.S. have been linked to individuals who traveled abroad and returned without vaccinations, highlighting that the real issue is vaccine hesitancy among residents rather than those seeking refuge or a better life.","Blaming immigrants for public health issues oversimplifies a much more complex reality. People who cross borders—whether seeking safety or better opportunities—go through health screenings and legal procedures that are carefully managed by authorities. It's important to remember that diseases can reappear for many reasons, including reduced vaccination rates. Pointing fingers at already vulnerable communities only deepens stigma and distracts from real public health solutions. We’re all safer when we focus on inclusion, prevention, and accurate information.",NGO,migrants,"[108, 109]",,NGO,,"['https://www.learningforjustice.org/magazine/spring-2011/ten-myths-about-immigration', 'https://healthjournalism.org/blog/2018/12/debunking-claims-that-immigrants-bring-infectious-diseases-to-u-s/#:~:text=%E2%80%9CThere%20is%20no%20evidence%20to,used%20to%20keep%20migrants%20out.%E2%80%9D']","['10', '1']",1.161
2262,The measles outbreak in the U.S. is all because of those immigrants crossing the border. They are bringing diseases we eliminated!,"The measles outbreak in the U.S. is primarily linked to insufficient vaccination rates in certain communities rather than immigration, as the virus was eliminated in South America in 2016. The recent cases are mostly due to travelers returning from areas with ongoing outbreaks, not from immigrants crossing borders.","The measles outbreak in the U.S. is primarily linked to insufficient vaccination rates in certain communities rather than immigration, as the virus was eliminated in South America in 2016. The recent cases are mostly due to travelers returning from areas with ongoing outbreaks, such as parts of Europe, Africa, Asia, and the Pacific, according to the Centers for Disease Control and Prevention, not from immigrants from South America. ",Fact-Checkers,migrants,,2453.0,FC,https://www.factcheck.org/2019/04/measles-misinformation-gets-an-immigration-twist/,,,0.458
2138,The measles outbreak in the U.S. is all because of those immigrants crossing the border. They are bringing diseases we eliminated!,"It's important to recognize that the recent measles outbreak in the U.S. is primarily due to inadequate vaccination rates in certain communities, not immigration. In fact, measles was eliminated in the U.S. in 2000, and recent cases have largely resulted from travelers returning from areas where the disease is still active, highlighting the need for ongoing vaccination efforts rather than scapegoating immigrants.","It's important to recognize that the recent measles outbreak in the U.S. is primarily due to inadequate vaccination rates in certain communities, not immigration. In fact, measles was eliminated in the U.S. in 2000 and in North and South America in 2016, and recent cases have largely resulted from travelers returning from areas where the disease is still active, such as Europe, Africa and the Pacific, highlighting the need for ongoing vaccination efforts rather than scapegoating immigrants.",NGO + Fact-Checkers,migrants,"[108, 109]",2453.0,FC,https://www.factcheck.org/2019/04/measles-misinformation-gets-an-immigration-twist/,"['https://www.learningforjustice.org/magazine/spring-2011/ten-myths-about-immigration', 'https://healthjournalism.org/blog/2018/12/debunking-claims-that-immigrants-bring-infectious-diseases-to-u-s/#:~:text=%E2%80%9CThere%20is%20no%20evidence%20to,used%20to%20keep%20migrants%20out.%E2%80%9D']","['10', '1']",0.258
2502,"The new laws in Massachusetts are giving driver's licenses to illegal immigrants, which means they'll automatically be able to vote. It's unacceptable, they shouldn't have any right here!","It's important to recognize that providing driver's licenses to immigrants, regardless of their legal status, does not grant them the right to vote; this is a separate legal process that requires citizenship. Many immigrants come to the U.S. seeking safety and new opportunities, and they contribute positively to our communities, challenging the misconceptions that paint them as a burden.","Actually, giving driver's licenses to immigrants, regardless of their legal status, does not grant them the right to vote; voting is only allowed for U.S. citizens. Also, many immigrants come to the U.S. seeking safety and new opportunities, and they contribute positively to our communities, so they should not be seen as a threat or a burden, and should be entitlled to the same basic human rights as anyone else.",NGO,migrants,"[51, 93, 100, 103, 105, 106]",,NGO,,"['https://edmo.eu/publications/disinformers-use-similar-arguments-and-techniques-to-steer-hate-against-migrants-from-ukraine-or-the-global-south-2/#:~:text=FALSE%20NARRATIVE%20%231%20%E2%80%93%20Migrants%20are,a%20danger%20for%20European%20societies.', 'https://iine.org/2024/04/dispelling-10-common-myths-about-immigrants-and-refugees/', 'https://www.learningforjustice.org/magazine/spring-2011/ten-myths-about-immigration', 'https://www.learningforjustice.org/magazine/spring-2011/ten-myths-about-immigration', 'https://www.learningforjustice.org/magazine/spring-2011/ten-myths-about-immigration', 'https://www.learningforjustice.org/magazine/spring-2011/ten-myths-about-immigration']","['2a', '6', '1', '5', '7', '8']",0.61
2515,"The new laws in Massachusetts are giving driver's licenses to illegal immigrants, which means they'll automatically be able to vote. It's unacceptable, they shouldn't have any right here!","The claim that Massachusetts' new law will automatically register illegal immigrants to vote is false; in fact, the law explicitly prohibits this, ensuring that only U.S. citizens are registered to vote. Additionally, the narrative that immigrants, regardless of their status, undermine our electoral process overlooks the reality that many immigrants are vital contributors to our communities and economy, and they deserve to be treated with respect and fairness.","Your claim is false, as the new law in Massachussetts explicitly prohibits this, ensuring that only U.S. citizens are registered to vote. Additionally, such false narratives fuel harmful stereotypes about migrants, and overlook the reality that many of them are vital contributors to our communities and economy, and they deserve to be treated with respect and fairness.",NGO + Fact-Checkers,migrants,"[51, 93, 100, 103, 105, 106]",704.0,NGO,https://apnews.com/article/fact-check-elections-voting-immigration-licenses-872467507455,"['https://edmo.eu/publications/disinformers-use-similar-arguments-and-techniques-to-steer-hate-against-migrants-from-ukraine-or-the-global-south-2/#:~:text=FALSE%20NARRATIVE%20%231%20%E2%80%93%20Migrants%20are,a%20danger%20for%20European%20societies.', 'https://iine.org/2024/04/dispelling-10-common-myths-about-immigrants-and-refugees/', 'https://www.learningforjustice.org/magazine/spring-2011/ten-myths-about-immigration', 'https://www.learningforjustice.org/magazine/spring-2011/ten-myths-about-immigration', 'https://www.learningforjustice.org/magazine/spring-2011/ten-myths-about-immigration', 'https://www.learningforjustice.org/magazine/spring-2011/ten-myths-about-immigration']","['2a', '6', '1', '5', '7', '8']",0.456
2092,"The new laws in Massachusetts are giving driver's licenses to illegal immigrants, which means they'll automatically be able to vote. It's unacceptable, they shouldn't have any right here!","The claim that the new Massachusetts law grants driver's licenses to illegal immigrants and automatically registers them to vote is incorrect. The law explicitly prohibits the automatic voter registration of individuals who do not have legal permission to reside in the U.S., ensuring that only eligible citizens can register to vote.","Actually, the law passed this summer by Massachusetts state explicitly prohibits the automatic voter registration of individuals who do not have legal permission to reside in the U.S. Driving license applicants who are not citizens are also not automatically registered to vote. ",Fact-Checkers,migrants,,704.0,FC,https://apnews.com/article/fact-check-elections-voting-immigration-licenses-872467507455,,,0.647
2155,The pay gap is bullshit! Women just like to complain instead of working as hard as men!,"The gender pay gap is a well-documented phenomenon, showing that in 2017, women working full-time in the UK earned about 9.1% less than their male counterparts, which translates to £1.32 less per hour. This gap is influenced by various factors, including the higher prevalence of part-time work among women, which contributes to an even larger overall pay gap of 18.4% when accounting for part-time wages.","The gender pay gap is a well-documented phenomenon, showing that in 2017, women working full-time in the UK earned about 9.1% less than their male counterparts, which translates to £1.32 less per hour. This gap is influenced by various factors, including the higher prevalence of part-time work among women, which contributes to an even larger overall pay gap of 18.4% when accounting for part-time wages.",Fact-Checkers,women,,7902.0,FC,https://fullfact.org/economy/UK_gender_pay_gap/,,,0.0
2574,The pay gap is bullshit! Women just like to complain instead of working as hard as men!,"It's important to recognize that the gender pay gap is a documented reality, with women earning, on average, significantly less than men for similar work. Furthermore, the progress towards gender equality has been significant in recent decades, yet the systemic barriers and disparities still existing highlight that women's voices and contributions are often overlooked and undervalued in the workplace.","Gender pay gap is a documented reality, with women earning, on average, significantly less than men for similar work. In the UK, in 2017, the median hourly wage for women working full time was about 9.1% less than the median hourly wage for men (excluding overtime). If you count part-time wages too, the gender pay gap rises to 18.4%, or £2.52 per hour.",NGO + Fact-Checkers,women,"[140, 141, 146, 151]",7902.0,FC,https://fullfact.org/economy/UK_gender_pay_gap/,"['https://developmenteducation.ie/wp-content/uploads/2021/03/Mythbuster-Womens-Rights-web.pdf', 'https://developmenteducation.ie/wp-content/uploads/2021/03/Mythbuster-Womens-Rights-web.pdf', 'https://developmenteducation.ie/wp-content/uploads/2021/03/Mythbuster-Womens-Rights-web.pdf', 'http://weforum.org/stories/2023/11/women-workplace-myths-debunked-2023/']","['1', '2', '7', '2']",0.746
2386,The pay gap is bullshit! Women just like to complain instead of working as hard as men!,"The gender pay gap is a complex issue, supported by extensive research, showing that women earn significantly less than men for similar work, with an average gap of 31.4% worldwide. It's important to acknowledge the progress made towards gender equality while also recognizing that challenges persist, requiring continued advocacy and support for women's rights and opportunities.","The gender pay gap is a complex issue, supported by extensive research, showing that women earn significantly less than men for similar work, with an average gap of 31.4% worldwide. It's important to acknowledge the progress made towards gender equality while also recognising that challenges persist, requiring continued advocacy and support for women's rights and opportunities.",NGO,women,"[140, 141, 146, 151]",,NGO,,"['https://developmenteducation.ie/wp-content/uploads/2021/03/Mythbuster-Womens-Rights-web.pdf', 'https://developmenteducation.ie/wp-content/uploads/2021/03/Mythbuster-Womens-Rights-web.pdf', 'https://developmenteducation.ie/wp-content/uploads/2021/03/Mythbuster-Womens-Rights-web.pdf', 'http://weforum.org/stories/2023/11/women-workplace-myths-debunked-2023/']","['1', '2', '7', '2']",0.018
2418,"This country is going down the drain, even our senators defend Muslims, like that Bernie Sanders. They have nothing to do with us and our values. ","It's important to recognize that Islam shares fundamental values with other Abrahamic faiths, emphasizing principles such as equality, justice, and forgiveness, which resonate with many who live in the West. Supporting our diverse communities, including Muslims, enriches our society as we all strive for a world built on mutual respect and understanding.","It's important to recognize that Islam shares fundamental values with other Abrahamic faiths, emphasizing principles such as equality, justice, and forgiveness, which resonate with many who live in the West. Supporting our diverse communities, including Muslims, enriches our society as we all strive for a world built on mutual respect and understanding.",NGO,muslims,"[29, 32]",,NGO,,"['https://communitiesinc.org.uk/islam-mythbuster/', 'https://communitiesinc.org.uk/islam-mythbuster/']","['2', '5']",0.0
2302,"This country is going down the drain, even our senators defend Muslims, like that Bernie Sanders. They have nothing to do with us and our values. ","Senator Bernie Sanders did not defend Muslims in a way that dismisses American values; rather, he criticized a statement that was deemed Islamophobic for suggesting that Muslims have a ""deficient theology."" It is crucial to understand that the U.S. is home to diverse religious beliefs, and respect for all individuals, regardless of their faith, aligns with the fundamental values of dignity and equality that underpin American society.","Senator Bernie Sanders did not defend Muslims in a way that dismisses American values; rather, he criticized a statement that was deemed Islamophobic for suggesting that Muslims have a ""deficient theology."" It is crucial to understand that the U.S. is home to diverse religious beliefs, and respect for all individuals, regardless of their faith, aligns with the fundamental values of dignity and equality that underpin American society.",Fact-Checkers,muslims,,2381.0,FC,https://www.factcheck.org/2018/06/sanders-didnt-call-christianity-insulting/,,,0.0
2236,"This country is going down the drain, even our senators defend Muslims, like that Bernie Sanders. They have nothing to do with us and our values. ","It's important to recognize that Muslims share common values with Christians and Jews as part of the Abrahamic faiths, emphasizing virtues like equality, justice, and forgiveness, which are also foundational to Western society. Furthermore, the claims about Bernie Sanders mischaracterize his stance; he defended the dignity of all individuals, regardless of their faith, and opposed the hateful rhetoric that dismisses entire groups of people based on their beliefs.","It's important to recognize that Muslims share common values with Christians and Jews as part of the Abrahamic faiths, emphasizing virtues like equality, justice, and forgiveness, which are also foundational to Western society. Furthermore, the claims about Bernie Sanders mischaracterize his stance; he defended the dignity of all individuals, regardless of their faith, and opposed the hateful rhetoric that dismisses entire groups of people based on their beliefs.",NGO + Fact-Checkers,muslims,"[29, 32]",2381.0,FC,https://www.factcheck.org/2018/06/sanders-didnt-call-christianity-insulting/,"['https://communitiesinc.org.uk/islam-mythbuster/', 'https://communitiesinc.org.uk/islam-mythbuster/']","['2', '5']",0.0
2112,"Those gay weirdos think they can identify with everything now, even animals. I saw it in a video, they are sick!","The claim that individuals are identifying as animals is a misrepresentation of a specific event. The video in question depicts attendees at a fetish festival in Berlin participating in ""puppy play,"" a form of role-playing rather than a legitimate identification with animals.","The video shows attendees at a festival in Berlin participating in ""puppy play,"" a type of roleplaying. These people do not actually identify as dogs. ",Fact-Checkers,LGBTQIA+ community,,786.0,FC,https://apnews.com/article/fact-check-trans-species-protest-fetish-festival-671841239565,,,0.69
2486,"Those gay weirdos think they can identify with everything now, even animals. I saw it in a video, they are sick!","It's important to understand that LGBTQ+ identities have existed throughout history and are not a modern trend or choice; they are a natural expression of human diversity. Instead of viewing these identities as ""weird,"" we can embrace the complexity of human attraction and identity, recognizing that everyone deserves respect and understanding, regardless of their orientation or how they express it.","It's important to understand that LGBTQ+ identities are not a recent thing; they have existed throughout history and are a natural expression of human diversity. Instead of viewing trans identities as an illness, we can embrace the complexity of human existence, recognizing that everyone deserves respect and understanding, regardless of their self-perception or how they express it.",NGO,LGBTQIA+ community,"[195, 206, 212, 222, 225, 251]",,NGO,,"['https://www.pgaction.org/inclusion/pdf/myths-v-realities.pdf', 'https://www.nata.org/sites/default/files/2025-07/myths_misconceptions.pdf', 'https://efcl.org/wp-content/uploads/2020/04/LGBTQ-Myth-Busting-the-LGBTQ-Community.pdf', 'https://efcl.org/wp-content/uploads/2020/04/LGBTQ-Myth-Busting-the-LGBTQ-Community.pdf', 'https://efcl.org/wp-content/uploads/2020/04/LGBTQ-Myth-Busting-the-LGBTQ-Community.pdf', 'https://www.coolmindshk.com/en/top-5-myths-about-lgbt-mental-health/']","['3', '2', '2', '13', '16', '5']",0.233
1946,"Those gay weirdos think they can identify with everything now, even animals. I saw it in a video, they are sick!","It's important to clarify that the video in question features participants of a fetish festival, specifically engaging in ""puppy play,"" rather than individuals genuinely claiming to identify as animals. Such events are part of specific subcultures and do not represent the broader LGBTQ+ community, which has a rich history of diverse sexual orientations and gender identities that are not mere trends or choices.","It's important to clarify that the video in question is misrepresenting the video content which is featuring 'trans-species' participants of a fetish festival, specifically engaging in ""puppy play,"" which is a type of roleplay in which at least one of those involved behaves like a dog. 

Such events are part of specific subcultures and do not represent the broader LGBTQ+ community, which has a rich history of diverse sexual orientations and gender identities that are not mere trends or choices.",NGO + Fact-Checkers,LGBTQIA+ community,"[195, 206, 212, 222, 225, 251]",786.0,NGO,https://apnews.com/article/fact-check-trans-species-protest-fetish-festival-671841239565,"['https://www.pgaction.org/inclusion/pdf/myths-v-realities.pdf', 'https://www.nata.org/sites/default/files/2025-07/myths_misconceptions.pdf', 'https://efcl.org/wp-content/uploads/2020/04/LGBTQ-Myth-Busting-the-LGBTQ-Community.pdf', 'https://efcl.org/wp-content/uploads/2020/04/LGBTQ-Myth-Busting-the-LGBTQ-Community.pdf', 'https://efcl.org/wp-content/uploads/2020/04/LGBTQ-Myth-Busting-the-LGBTQ-Community.pdf', 'https://www.coolmindshk.com/en/top-5-myths-about-lgbt-mental-health/']","['3', '2', '2', '13', '16', '5']",0.429
1941,"Trans women are just dressed up men, they shouldn't compete with women in sports! It's unfair and dangerous for real women: look at what Fallon Fox did to his opponent in that MMA match!","Trans women are not ""dressed up men""; they are individuals whose gender identity is female, deserving of respect and inclusion. It’s important to recognize that all athletes, including transgender individuals, should be protected and respected in sports, as evidenced by the policies that support LGBTQ+ athletes in many institutions.","Trans women are not ""dressed-up men."" They are individuals whose gender identity is female and who deserve respect and inclusion. All athletes, including transgender individuals, should be protected and respected in sports, as evidenced by the policies that support LGBTQ+ athletes in many institutions.",NGO,LGBTQIA+ community,"[209, 224]",,NGO,,"['https://www.nata.org/sites/default/files/2025-07/myths_misconceptions.pdf', 'https://efcl.org/wp-content/uploads/2020/04/LGBTQ-Myth-Busting-the-LGBTQ-Community.pdf']","['5', '15']",0.286
2014,"Trans women are just dressed up men, they shouldn't compete with women in sports! It's unfair and dangerous for real women: look at what Fallon Fox did to his opponent in that MMA match!","It's important to recognize that the claim about Fallon Fox fracturing her opponent's skull is false; the video in question was miscaptioned and there is no evidence to support such a severe injury. Moreover, fears surrounding trans women competing in sports often stem from misconceptions, as policies are in place to protect all athletes, including LGBTQ+ individuals, ensuring a fair and respectful environment for everyone.","It's important to recognize that the claim about Fallon Fox fracturing her opponent's skull is false. The video in question was miscaptioned and there is no evidence of such a severe injury. Furthermore, concerns about transgender women competing in sports often arise from misconceptions. Policies are in place to protect all athletes, including LGBTQ+ individuals, ensuring a fair and respectful environment for everyone.",NGO + Fact-Checkers,LGBTQIA+ community,"[209, 224]",1464.0,NGO,https://checkyourfact.com/2023/04/17/fact-check-transgender-mma-fracture-skull/,"['https://www.nata.org/sites/default/files/2025-07/myths_misconceptions.pdf', 'https://efcl.org/wp-content/uploads/2020/04/LGBTQ-Myth-Busting-the-LGBTQ-Community.pdf']","['5', '15']",0.185
2214,"Trans women are just dressed up men, they shouldn't compete with women in sports! It's unfair and dangerous for real women: look at what Fallon Fox did to his opponent in that MMA match!","The claim that Fallon Fox fractured her opponent's skull during their MMA match is false; the video in question is miscaptioned, and there is no evidence supporting that any such injury occurred. Reports indicate that while Fox's opponent was knocked out in just 39 seconds, there is no credible information about a fractured skull, highlighting the importance of relying on verified facts rather than misleading narratives.","The claim that Fallon Fox fractured her opponent's skull during their MMA match is false; the video in question is miscaptioned, and there is no evidence supporting that any such injury occurred. Reports indicate that while Fox's opponent was knocked out in just 39 seconds, there is no credible information about a fractured skull, highlighting the importance of relying on verified facts rather than misleading narratives.",Fact-Checkers,LGBTQIA+ community,,1464.0,FC,https://checkyourfact.com/2023/04/17/fact-check-transgender-mma-fracture-skull/,,,0.0
2030,Unbelievable! The police are attacking people who are just standing up against migration instead of dealing with the real problems we have in the UK!,"It's important to recognize that the narrative of an 'invasion' is misleading; the reality is that asylum seekers in the UK represent only 7% of immigration and the country ranks 20th in Europe for asylum applications per capita. Instead of viewing migration as a threat, we should acknowledge these individuals as people with hopes and dreams, who are often fleeing dire circumstances, and support a balanced conversation about their challenges and contributions.","It's important to recognize that the narrative of an 'invasion' is misleading; the reality is that asylum seekers in the UK represent only 7% of immigration and the country ranks 20th in Europe for asylum applications per capita. Instead of viewing migration as a threat, we should acknowledge these individuals as people with hopes and dreams, who are often fleeing dire circumstances, and support a balanced conversation about their challenges and contributions.",NGO,migrants,"[44, 46, 52, 83]",,NGO,,"['https://www.infomigrants.net/en/post/53960/fact-or-fiction--investigating-claims-about-migration-in-2023', 'https://www.infomigrants.net/en/post/53960/fact-or-fiction--investigating-claims-about-migration-in-2023', 'https://edmo.eu/publications/disinformers-use-similar-arguments-and-techniques-to-steer-hate-against-migrants-from-ukraine-or-the-global-south-2/#:~:text=FALSE%20NARRATIVE%20%231%20%E2%80%93%20Migrants%20are,a%20danger%20for%20European%20societies.', 'https://www.rescue.org/uk/article/11-myths-and-misconceptions-about-refugees-debunked']","['1', '3', '2b', '3']",0.0
2216,Unbelievable! The police are attacking people who are just standing up against migration instead of dealing with the real problems we have in the UK!,"It's important to recognize that the portrayal of police actions as targeted attacks against individuals standing up against migration is misleading. The reality is that law enforcement was responding to violent incidents stemming from misinformation and was focused on organized crime, not solely on anti-migration protests, highlighting the need for accurate information in the discussion around immigration and its societal impacts.","It's important to recognize that the portrayal of police actions as targeted attacks against individuals standing up against migration is misleading. The reality is that law enforcement was responding to violent incidents stemming from misinformation and was focused on organized crime, not solely on anti-migration protests, highlighting the need for accurate information in the discussion around immigration and its societal impacts.",NGO + Fact-Checkers,migrants,"[44, 46, 52, 83]",1515.0,FC,https://checkyourfact.com/2024/08/09/fact-check-does-this-video-show-british-police-raiding-the-home-of-an-anti-immigration-protester/,"['https://www.infomigrants.net/en/post/53960/fact-or-fiction--investigating-claims-about-migration-in-2023', 'https://www.infomigrants.net/en/post/53960/fact-or-fiction--investigating-claims-about-migration-in-2023', 'https://edmo.eu/publications/disinformers-use-similar-arguments-and-techniques-to-steer-hate-against-migrants-from-ukraine-or-the-global-south-2/#:~:text=FALSE%20NARRATIVE%20%231%20%E2%80%93%20Migrants%20are,a%20danger%20for%20European%20societies.', 'https://www.rescue.org/uk/article/11-myths-and-misconceptions-about-refugees-debunked']","['1', '3', '2b', '3']",0.0
1813,Unbelievable! The police are attacking people who are just standing up against migration instead of dealing with the real problems we have in the UK!,"The claim that police are attacking people standing against migration is misleading; the recent police actions were part of a drug bust operation, not a crackdown on anti-immigration protestors. The operations in Manchester were conducted as part of ongoing efforts against organized crime and had no direct connection to the recent anti-immigration riots, which were fueled by misinformation surrounding a violent incident.","The claim that police are attacking people standing against migration is misleading; the recent police actions were part of a drug bust operation, not a crackdown on anti-immigration protestors. The operations in Manchester were conducted as part of ongoing efforts against organized crime and had no direct connection to the recent anti-immigration riots, which were fueled by misinformation surrounding a violent incident.",Fact-Checkers,migrants,,1515.0,FC,https://checkyourfact.com/2024/08/09/fact-check-does-this-video-show-british-police-raiding-the-home-of-an-anti-immigration-protester/,,,0.0
1949,"We can't just let people pour into the country without any checks. It's unfair, even Obama said it!","It's important to understand that individuals seeking asylum often come from desperate situations and are simply trying to find safety and stability for themselves and their families. In fact, the majority of immigrants are lawfully present in the United States, and studies show they contribute positively to the economy and society, often facing significant challenges to do so.","It's important to understand that individuals seeking asylum often come from desperate situations where they are seeking freedom from persecution and violence. Hence, they are simply trying to find safety and stability for themselves and their families. 

Also, FBI data shows that the violent crime rate and property crime rate declined 48 percent. 

In fact, the majority of immigrants are lawfully present in the United States, and studies show they contribute positively to the economy and society, often facing significant challenges to do so.",NGO,migrants,"[93, 100, 103, 105, 106, 108]",,NGO,,"['https://iine.org/2024/04/dispelling-10-common-myths-about-immigrants-and-refugees/', 'https://www.learningforjustice.org/magazine/spring-2011/ten-myths-about-immigration', 'https://www.learningforjustice.org/magazine/spring-2011/ten-myths-about-immigration', 'https://www.learningforjustice.org/magazine/spring-2011/ten-myths-about-immigration', 'https://www.learningforjustice.org/magazine/spring-2011/ten-myths-about-immigration', 'https://www.learningforjustice.org/magazine/spring-2011/ten-myths-about-immigration']","['6', '1', '5', '7', '8', '10']",0.448
2150,"We can't just let people pour into the country without any checks. It's unfair, even Obama said it!","While Barack Obama did express concerns about immigration and the need for stronger borders, he also emphasized that merely securing the borders is not a comprehensive solution to immigration management. It's important to recognize that successful immigration policies involve a balance of security and the recognition of the contributions that immigrants make to society.","When Senator of Illinois, in 2005, Barack Obama did express concerns about immigration and the need for stronger borders. However, he also said that merely securing the borders does not solve immigration management. ",Fact-Checkers,migrants,,573.0,FC,https://apnews.com/article/archive-fact-checking-2477111077,,,0.685
